lexeme,variants,msg,mpl,fsg,fpl
treizième,treizième,treizième,treizièmes,treizième,treizièmes
tremblant,tremblant,tremblant,tremblants,tremblante,tremblantes
tremblé,tremblé,tremblé,tremblés,tremblée,tremblées
trembleur,trembleur,trembleur,trembleurs,trembleuse,trembleuses
tremblotant,tremblotant,tremblotant,tremblotants,tremblotante,tremblotantes
trémière,trémière,unk,unk,trémière,trémières
trempé,trempé,trempé,trempés,trempée,trempées
trémulant,trémulant,trémulant,trémulants,trémulante,trémulantes
trente-cinquième,trente-cinquième,trente-cinquième,trente-cinquième,trente-cinquième,trente-cinquième
trente-et-unième,trente-et-unième,trente-et-unième,trente-et-unième,trente-et-unième,trente-et-unième
trente-huitième,trente-huitième,trente-huitième,trente-huitième,trente-huitième,trente-huitième
trente-neuvième,trente-neuvième,trente-neuvième,trente-neuvième,trente-neuvième,trente-neuvième
trente-quatrième,trente-quatrième,trente-quatrième,trente-quatrième,trente-quatrième,trente-quatrième
trente-septième,trente-septième,trente-septième,trente-septième,trente-septième,trente-septième
trente-sixième,trente-sixième,trente-sixième,trente-sixième,trente-sixième,trente-sixième
trente-troisième,trente-troisième,trente-troisième,trente-troisième,trente-troisième,trente-troisième
trentenaire,trentenaire,trentenaire,trentenaires,trentenaire,trentenaires
trentième,trentième,trentième,trentièmes,trentième,trentièmes
trépassé,trépassé,trépassé,trépassés,trépassée,trépassées
trépidant,trépidant,trépidant,trépidants,trépidante,trépidantes
trépignant,trépignant,trépignant,trépignant,trépignant,trépignant
tressautant,tressautant,tressautant,tressautant,tressautant,tressautant
triangulaire,triangulaire,triangulaire,triangulaires,triangulaire,triangulaires
triasique,triasique,triasique,triasiques,triasique,triasiques
tribal,tribal,tribal,tribaux,tribale,tribales
tributaire,tributaire,tributaire,tributaires,tributaire,tributaires
tricard,tricard,tricard,tricard,tricard,tricard
tricéphale,tricéphale,tricéphale,tricéphales,tricéphale,tricéphales
tricheur,tricheur,tricheur,tricheurs,tricheuse,tricheuses
trichloracétique,trichloracétique,trichloracétique,trichloracétiques,trichloracétique,trichloracétiques
tricolore,tricolore,tricolore,tricolores,tricolore,tricolores
tricuspide,tricuspide,tricuspide,tricuspides,tricuspide,tricuspides
tridimensionnel,tridimensionnel,tridimensionnel,tridimensionnels,tridimensionnelle,tridimensionnelles
triennal,triennal,triennal,triennaux,triennale,triennales
trilatéral,trilatéral,trilatéral,trilatéraux,trilatérale,trilatérales
trilingue,trilingue,trilingue,trilingues,trilingue,trilingues
trilobé,trilobé,trilobé,trilobés,trilobée,trilobées
trimestriel,trimestriel,trimestriel,trimestriels,trimestrielle,trimestrielles
trin,trin,trin,trins,trine,trines
trinidadien,trinidadien,trinidadien,trinidadiens,trinidadienne,trinidadiennes
trinitaire,trinitaire,trinitaire,trinitaires,trinitaire,trinitaires
triomphal,triomphal,triomphal,triomphaux,triomphale,triomphales
triomphaliste,triomphaliste,triomphaliste,triomphalistes,triomphaliste,triomphalistes
triomphant,triomphant,triomphant,triomphants,triomphante,triomphantes
triomphateur,triomphateur,triomphateur,triomphateurs,triomphatrice,triomphatrices
tripant,tripant,tripant,tripant,tripant,tripant
tripartite,tripartite,tripartite,tripartites,tripartite,tripartites
triphasé,triphasé,triphasé,triphasés,triphasée,triphasées
triplace,triplace,triplace,triplaces,triplace,triplaces
triple,triple,triple,triples,triple,triples
triplé,triplé,triplé,triplé,triplé,triplé
triploïde,triploïde,triploïde,triploïdes,triploïde,triploïdes
tripode,tripode,tripode,tripodes,tripode,tripodes
trismégiste,trismégiste,trismégiste,trismégistes,trismégiste,trismégistes
trismique,trismique,trismique,trismique,trismique,trismique
trisomique,trisomique,trisomique,trisomiques,trisomique,trisomiques
triste,triste,triste,tristes,triste,tristes
tristouillard,tristouillard,tristouillard,tristouillard,tristouillard,tristouillard
tristouille,tristouille,tristouille,tristouille,tristouille,tristouille
tristounet,tristounet,tristounet,tristounets,tristounette,tristounettes
triturant,triturant,triturant,triturants,triturante,triturantes
trivial,trivial,trivial,triviaux,triviale,triviales
trochaïque,trochaïque,trochaïque,trochaïques,trochaïque,trochaïques
troglodytique,troglodytique,troglodytique,troglodytiques,troglodytique,troglodytiques
troisième,troisième,troisième,troisièmes,troisième,troisièmes
trompé,trompé,trompé,trompé,trompé,trompé
trompeur,trompeur,trompeur,trompeurs,trompeuse,trompeuses
tronconique,tronconique,tronconique,tronconiques,tronconique,tronconiques
tronqué,tronqué,tronqué,tronqués,tronquée,tronquées
tropézien,tropézien,tropézien,tropéziens,tropézienne,tropéziennes
tropical,tropical,tropical,tropicaux,tropicale,tropicales
tropique,tropique,tropique,tropiques,tropique,tropiques
troposphérique,troposphérique,troposphérique,troposphériques,troposphérique,troposphériques
trotskiste,trotskiste:trotskyste,trotskiste,trotskistes,trotskiste,trotskistes
trotte-menu,trotte-menu,trotte-menu,trotte-menu,trotte-menu,trotte-menu
trotteur,trotteur,trotteur,trotteurs,trotteuse,trotteuses
trottinant,trottinant,trottinant,trottinant,trottinant,trottinant
troublant,troublant,troublant,troublants,troublante,troublantes
trouble,trouble,trouble,troubles,trouble,troubles
troublé,troublé,troublé,troublés,troublée,troublées
troué,troué,troué,troués,trouée,trouées
trouillard,trouillard,trouillard,trouillards,trouillarde,trouillardes
troussé,troussé,troussé,troussé,troussé,troussé
trouvable,trouvable,trouvable,trouvables,trouvable,trouvables
trouvé,trouvé,trouvé,trouvés,trouvée,trouvées
troyen,troyen,troyen,troyens,troyenne,troyennes
truculent,truculent,truculent,truculents,truculente,truculentes
truqué,truqué,truqué,truqué,truqué,truqué
truqueur,truqueur,truqueur,truqueur,truqueur,truqueur
tsariste,tsariste,tsariste,tsaristes,tsariste,tsaristes
tsigane,tsigane:tzigane,tsigane,tsiganes,tsigane,tsiganes
tu,tu,tu,tu,tu,tu
tuant,tuant,tuant,tuants,tuante,tuantes
tubard,tubard,tubard,tubards,tubarde,tubardes
tuberculeux,tuberculeux,tuberculeux,tuberculeux,tuberculeuse,tuberculeuses
tubéreux,tubéreux,tubéreux,tubéreux,tubéreuse,tubéreuses
tubulaire,tubulaire,tubulaire,tubulaires,tubulaire,tubulaires
tubuleux,tubuleux,tubuleux,tubuleux,tubuleuse,tubuleuses
tudesque,tudesque,tudesque,tudesques,tudesque,tudesques
tue-mouche,tue-mouche,tue-mouche,tue-mouche,tue-mouche,tue-mouche
tué,tué,tué,tués,tuée,tuées
tuméfié,tuméfié,tuméfié,tuméfiés,tuméfiée,tuméfiées
tumescent,tumescent,tumescent,tumescents,tumescente,tumescentes
tumoral,tumoral,tumoral,tumoraux,tumorale,tumorales
tumultuaire,tumultuaire,tumultuaire,tumultuaires,tumultuaire,tumultuaires
tumultueux,tumultueux,tumultueux,tumultueux,tumultueuse,tumultueuses
tunisien,tunisien,tunisien,tunisiens,tunisienne,tunisiennes
turbulent,turbulent,turbulent,turbulents,turbulente,turbulentes
turc,turc,turc,turcs,turque,turques
turcoman,turcoman,turcoman,turcoman,turcoman,turcoman
turgescent,turgescent,turgescent,turgescents,turgescente,turgescentes
turgide,turgide,turgide,turgides,turgide,turgides
turinois,turinois,turinois,turinois,turinoise,turinoises
turkmène,turkmène,turkmène,turkmènes,turkmène,turkmènes
turpide,turpide,turpide,turpides,turpide,turpides
turquin,turquin,turquin,turquins,unk,unk
turquoise,turquoise,turquoise,turquoise,turquoise,turquoise
tutélaire,tutélaire,tutélaire,tutélaires,tutélaire,tutélaires
tutorial,tutorial,tutorial,tutorial,tutorial,tutorial
tutoyeur,tutoyeur,tutoyeur,tutoyeurs,tutoyeuse,tutoyeuses
tympanique,tympanique,tympanique,tympaniques,tympanique,tympaniques
typé,typé,typé,typés,typée,typées
typhique,typhique,typhique,typhiques,typhique,typhiques
typique,typique,typique,typiques,typique,typiques
typographique,typographique,typographique,typographiques,typographique,typographiques
tyrannique,tyrannique,tyrannique,tyranniques,tyrannique,tyranniques
tyrien,tyrien,tyrien,tyriens,tyrienne,tyriennes
tyrolien,tyrolien,tyrolien,tyroliens,tyrolienne,tyroliennes
tyrrhénien,tyrrhénien,tyrrhénien,tyrrhéniens,tyrrhénienne,tyrrhéniennes
ubique,ubique,ubique,ubique,ubique,ubique
ubiquiste,ubiquiste,ubiquiste,ubiquistes,ubiquiste,ubiquistes
ubiquitaire,ubiquitaire,ubiquitaire,ubiquitaires,ubiquitaire,ubiquitaires
ubuesque,ubuesque,ubuesque,ubuesques,ubuesque,ubuesques
uht,uht,uht,uht,uht,uht
ukrainien,ukrainien,ukrainien,ukrainiens,ukrainienne,ukrainiennes
ulcératif,ulcératif,ulcératif,ulcératifs,ulcérative,ulcératives
ulcéré,ulcéré,ulcéré,ulcérés,ulcérée,ulcérées
ulcéreux,ulcéreux,ulcéreux,ulcéreux,ulcéreuse,ulcéreuses
ulnaire,ulnaire,ulnaire,ulnaires,ulnaire,ulnaires
ultérieur,ultérieur,ultérieur,ultérieurs,ultérieure,ultérieures
ultime,ultime,ultime,ultimes,ultime,ultimes
ultra-catholique,ultra-catholique,ultra-catholique,ultra-catholique,ultra-catholique,ultra-catholique
ultra-chic,ultra-chic,ultra-chic,ultra-chic,ultra-chic,ultra-chic
ultra-court,ultra-court,ultra-court,ultracourts,ultra-courte,ultra-courtes
ultra-rapide,ultra-rapide:ultrarapide,ultra-rapide,ultra-rapides,ultra-rapide,ultra-rapides
ultra-secret,ultra-secret:ultrasecret,ultra-secret,ultra-secret,ultra-secret,ultra-secret
ultra-sensible,ultra-sensible:ultrasensible,ultra-sensible,ultra-sensibles,ultra-sensible,ultra-sensibles
ultra-violet,ultra-violet:ultraviolet,ultra-violet,ultra-violets,ultraviolette,ultraviolettes
ultra,ultra,ultra,ultras,ultra,ultras
ultrafin,ultrafin,ultrafin,ultrafins,ultrafine,ultrafines
ultraléger,ultraléger,ultraléger,ultraléger,ultraléger,ultraléger
ultramarin,ultramarin,ultramarin,ultramarin,ultramarin,ultramarin
ultramoderne,ultramoderne,ultramoderne,ultramodernes,ultramoderne,ultramodernes
ultramontain,ultramontain,ultramontain,ultramontains,ultramontaine,ultramontaines
ultraperformant,ultraperformant,ultraperformant,ultraperformant,ultraperformant,ultraperformant
ultrasonique,ultrasonique,ultrasonique,ultrasoniques,ultrasonique,ultrasoniques
unanime,unanime,unanime,unanimes,unanime,unanimes
underground,underground,underground,underground,underground,underground
unguéal,unguéal,unguéal,unguéaux,unguéale,unguéales
uni,uni,uni,unis,unie,unies
uniate,uniate,uniate,uniates,uniate,uniates
unicellulaire,unicellulaire,unicellulaire,unicellulaires,unicellulaire,unicellulaires
unicorne,unicorne,unicorne,unicornes,unicorne,unicornes
unidimensionnel,unidimensionnel,unidimensionnel,unidimensionnels,unidimensionnelle,unidimensionnelles
unidirectionnel,unidirectionnel,unidirectionnel,unidirectionnels,unidirectionnelle,unidirectionnelles
unième,unième,unième,unièmes,unième,unièmes
unificateur,unificateur,unificateur,unificateurs,unificatrice,unificatrices
uniforme,uniforme,uniforme,uniformes,uniforme,uniformes
unijambiste,unijambiste,unijambiste,unijambistes,unijambiste,unijambistes
unilatéral,unilatéral,unilatéral,unilatéraux,unilatérale,unilatérales
uninominal,uninominal,uninominal,uninominaux,uninominale,uninominales
unioniste,unioniste,unioniste,unionistes,unioniste,unionistes
unique,unique,unique,uniques,unique,uniques
unisexe,unisexe,unisexe,unisexes,unisexe,unisexes
unitaire,unitaire,unitaire,unitaires,unitaire,unitaires
unitarien,unitarien,unitarien,unitariens,unitarienne,unitariennes
univalve,univalve,univalve,univalves,univalve,univalves
universel,universel,universel,universels,universelle,universelles
universitaire,universitaire,universitaire,universitaires,universitaire,universitaires
univoque,univoque,univoque,univoques,univoque,univoques
uranien,uranien,uranien,uranien,uranien,uranien
urbain,urbain,urbain,urbains,urbaine,urbaines
urbaniste,urbaniste,urbaniste,urbanistes,urbaniste,urbanistes
urémique,urémique,urémique,urémiques,urémique,urémiques
urf,urf,urf,urf,urf,urf
urgent,urgent,urgent,urgents,urgente,urgentes
urgentissime,urgentissime,urgentissime,urgentissimes,urgentissime,urgentissimes
urinaire,urinaire,urinaire,urinaires,urinaire,urinaires
urineux,urineux,urineux,urineux,urineuse,urineuses
urique,urique,urique,uriques,urique,uriques
urologique,urologique,urologique,urologiques,urologique,urologiques
urticant,urticant,urticant,urticants,urticante,urticantes
uruguayen,uruguayen,uruguayen,uruguayens,uruguayenne,uruguayennes
usagé,usagé,usagé,usagés,usagée,usagées
usant,usant,usant,usants,usante,usantes
usé,usé,usé,usés,usée,usées
usinier,usinier,usinier,usiniers,usinière,usinières
usité,usité,usité,usités,usitée,usitées
usuel,usuel,usuel,usuels,usuelle,usuelles
usuraire,usuraire,usuraire,usuraires,usuraire,usuraires
utérin,utérin,utérin,utérins,utérine,utérines
utile,utile,utile,utiles,utile,utiles
utilisable,utilisable,utilisable,utilisables,utilisable,utilisables
utilisé,utilisé,utilisé,utilisé,utilisé,utilisé
utilitaire,utilitaire,utilitaire,utilitaires,utilitaire,utilitaires
utopique,utopique,utopique,utopiques,utopique,utopiques
uxorilocal,uxorilocal,uxorilocal,uxorilocaux,uxorilocale,uxorilocales
vacant,vacant,vacant,vacants,vacante,vacantes
vaccinal,vaccinal,vaccinal,vaccinaux,vaccinale,vaccinales
vaccinant,vaccinant,vaccinant,vaccinants,vaccinante,vaccinantes
vacciné,vacciné,vacciné,vaccinés,vaccinée,vaccinées
vachard,vachard,vachard,vachards,vacharde,vachardes
vache,vache,vache,vaches,vache,vaches
vacillant,vacillant,vacillant,vacillants,vacillante,vacillantes
vagabond,vagabond,vagabond,vagabonds,vagabonde,vagabondes
vagal,vagal,vagal,vagaux,vagale,vagales
vaginal,vaginal,vaginal,vaginaux,vaginale,vaginales
vagissant,vagissant,vagissant,vagissants,vagissante,vagissantes
vague,vague,vague,vagues,vague,vagues
vaillant,vaillant,vaillant,vaillants,vaillante,vaillantes
vain,vain,vain,vains,vaine,vaines
vaincu,vaincu,vaincu,vaincus,vaincue,vaincues
vainqueur,vainqueur,vainqueur,vainqueurs,vainqueur,vainqueurs
vairon,vairon,vairon,vairons,vaironne,vaironnes
valable,valable,valable,valables,valable,valables
valétudinaire,valétudinaire,valétudinaire,valétudinaires,valétudinaire,valétudinaires
valeureux,valeureux,valeureux,valeureux,valeureuse,valeureuses
valgus,valgus,valgus,valga,valga,valga
valide,valide,valide,valides,valide,valides
validé,validé,validé,validé,validé,validé
vallonné,vallonné,vallonné,vallonnés,vallonnée,vallonnées
valorisant,valorisant,valorisant,valorisants,valorisante,valorisantes
valvulaire,valvulaire,valvulaire,valvulaires,valvulaire,valvulaires
vampirique,vampirique,vampirique,vampiriques,vampirique,vampiriques
vandale,vandale,vandale,vandales,vandale,vandales
vanillé,vanillé,vanillé,vanillés,vanillée,vanillées
vaniteux,vaniteux,vaniteux,vaniteux,vaniteuse,vaniteuses
vanné,vanné,vanné,vannés,vannée,vannées
vantard,vantard,vantard,vantards,vantarde,vantardes
vaporeux,vaporeux,vaporeux,vaporeux,vaporeuse,vaporeuses
vara,vara,varus,vara,vara,vara
variable,variable,variable,variables,variable,variables
variant,variant,variant,variant,variant,variant
varié,varié,varié,variés,variée,variées
variétal,variétal,variétal,variétaux,variétale,variétales
variqueux,variqueux,variqueux,variqueux,variqueuse,variqueuses
vasard,vasard,vasard,vasards,vasarde,vasardes
vasculaire,vasculaire,vasculaire,vasculaires,vasculaire,vasculaires
vascularisé,vascularisé,vascularisé,vascularisés,vascularisée,vascularisées
vaseux,vaseux,vaseux,vaseux,vaseuse,vaseuses
vasoconstricteur,vasoconstricteur,vasoconstricteur,vasoconstricteurs,vasoconstrictrice,vasoconstrictrices
vasodilatateur,vasodilatateur,vasodilatateur,vasodilatateur,vasodilatateur,vasodilatateur
vasomoteur,vasomoteur,vasomoteur,vaso-moteurs,vasomotrice,vasomotrices
vasouillard,vasouillard,vasouillard,vasouillards,vasouillarde,vasouillardes
vaste,vaste,vaste,vastes,vaste,vastes
vaticane,vaticane,unk,unk,vaticane,vaticanes
vaticanesque,vaticanesque,vaticanesque,vaticanesque,vaticanesque,vaticanesque
